1 2 1.0
1 3 1.0
1 4 12.0
1 5 5.0
1 6 1.0
1 7 1.0
1 8 2.0
1 9 9.0
1 10 11.0
1 11 1.0
1 12 1.0
1 13 79.0
1 14 1.0
1 15 1.0
1 16 1.0
1 17 1.0
1 18 3.0
1 19 1.0
1 20 1.0
1 21 1.0
1 22 1.0
1 23 2.0
1 24 2.0
1 25 1.0
1 26 6.0
1 27 1.0
1 28 1.0
1 29 2.0
2 3 1.0
2 4 1.0
2 51 1.0
2 5 4.0
2 6 2.0
2 52 2.0
2 7 1.0
2 8 1.0
2 9 3.0
2 33 2.0
2 10 1.0
2 53 7.0
2 54 2.0
2 55 10.0
2 56 1.0
2 12 2.0
2 57 1.0
2 13 6.0
2 15 4.0
2 35 1.0
2 16 2.0
2 36 1.0
2 17 1.0
2 37 5.0
2 58 2.0
2 40 1.0
2 59 1.0
2 60 2.0
2 61 1.0
2 20 2.0
2 62 2.0
2 42 10.0
2 43 1.0
2 63 1.0
2 44 1.0
2 45 2.0
2 64 4.0
2 65 3.0
2 25 1.0
2 66 3.0
2 67 1.0
2 68 4.0
2 47 1.0
2 29 3.0
3 69 3.0
3 4 5.0
3 70 1.0
3 71 1.0
3 6 1.0
3 52 2.0
3 7 4.0
3 32 6.0
3 9 1.0
3 10 1.0
3 54 1.0
3 72 16.0
3 11 3.0
3 73 2.0
3 74 10.0
3 12 5.0
3 75 1.0
3 76 1.0
3 77 2.0
3 34 9.0
3 13 2.0
3 14 26.0
3 15 3.0
3 35 1.0
3 16 1.0
3 17 2.0
3 78 4.0
3 37 3.0
3 38 1.0
3 79 2.0
3 58 1.0
3 80 1.0
3 40 1.0
3 81 12.0
3 60 1.0
3 82 2.0
3 61 20.0
3 20 1.0
3 83 1.0
3 62 1.0
3 42 30.0
3 43 2.0
3 21 7.0
3 22 35.0
3 84 4.0
3 45 2.0
3 64 1.0
3 23 270.0
3 24 1.0
3 46 6.0
3 25 36.0
3 26 23.0
3 85 59.0
3 47 2.0
3 86 9.0
3 27 1.0
3 28 1.0
3 48 1.0
3 50 2.0
4 107 1.0
4 70 1.0
4 51 1.0
4 5 4.0
4 6 50.0
4 52 7.0
4 7 1.0
4 32 2.0
4 9 3.0
4 10 5.0
4 53 13.0
4 54 2.0
4 72 3.0
4 11 2.0
4 91 1.0
4 12 2.0
4 57 1.0
4 108 7.0
4 76 2.0
4 13 1.0
4 15 2.0
4 35 7.0
4 93 1.0
4 16 13.0
4 17 1.0
4 18 3.0
4 78 4.0
4 37 4.0
4 38 2.0
4 58 1.0
4 40 1.0
4 41 1.0
4 81 1.0
4 19 1.0
4 82 1.0
4 61 2.0
4 20 14.0
4 109 1.0
4 83 1.0
4 62 2.0
4 42 3.0
4 43 2.0
4 21 1.0
4 63 1.0
4 84 1.0
4 45 2.0
4 64 1.0
4 24 1.0
4 46 1.0
4 97 1.0
4 65 1.0
4 25 1.0
4 26 1.0
4 68 30.0
4 85 1.0
4 47 2.0
4 27 5.0
4 28 1.0
4 49 1.0
4 29 1.0
4 50 2.0
4 87 9.0
4 98 7.0
5 6 4.0
5 8 1.0
5 9 1.0
5 33 3.0
