1 2 2.0
1 3 1.0
1 4 11.0
1 5 11.0
1 6 9.0
1 7 5.0
1 8 11.0
1 9 1.0
1 10 1.0
1 11 9.0
1 12 1.0
1 13 7.0
1 14 11.0
1 15 12.0
1 16 11.0
1 17 1.0
1 18 1.0
1 19 11.0
1 20 9.0
1 21 2.0
1 22 2.0
1 23 1.0
1 24 1.0
1 25 2.0
1 26 2.0
1 27 2.0
1 28 2.0
1 29 5.0
1 30 9.0
1 31 2.0
1 32 1.0
1 33 1.0
1 34 11.0
1 35 5.0
1 36 9.0
1 37 1.0
1 38 1.0
1 39 9.0
1 40 9.0
1 41 5.0
1 42 1.0
1 43 1.0
1 44 1.0
1 45 2.0
1 46 9.0
1 47 11.0
1 48 1.0
1 49 1.0
1 50 1.0
1 51 11.0
1 52 11.0
1 53 1.0
1 54 9.0
1 55 11.0
1 56 1.0
1 57 5.0
2 58 14.0
2 313 53.0
2 462 5.0
2 524 1.0
2 545 6.0
2 567 24.0
2 611 1.0
2 622 15.0
2 677 4.0
2 679 51.0
2 712 122.0
2 719 95.0
2 745 14.0
2 765 29.0
2 770 6.0
2 780 14.0
2 785 3.0
2 793 28.0
2 807 5.0
2 810 7.0
2 815 56.0
2 817 1.0
2 818 2.0
2 819 9.0
2 823 3.0
2 824 10.0
2 828 1.0
2 832 1.0
2 833 6.0
2 835 60.0
2 839 2.0
2 844 73.0
2 850 1.0
2 862 46.0
2 866 35.0
3 58 2.0
3 793 2.0
3 798 1.0
3 835 2.0
4 58 2.0
4 313 27.0
4 462 17.0
4 622 1.0
4 633 4.0
4 679 11.0
4 712 11.0
4 719 4.0
4 745 11.0
4 760 2.0
4 764 2.0
4 765 10.0
4 770 3.0
4 780 30.0
4 785 15.0
4 793 16.0
4 798 7.0
4 806 10.0
4 807 13.0
4 810 4.0
4 819 3.0
4 828 1.0
4 829 1.0
4 839 25.0
4 844 33.0
4 858 29.0
4 862 18.0
5 622 5.0
5 793 5.0
5 798 1.0
5 835 33.0
5 858 40.0
6 58 1.0
6 679 4.0
6 712 14.0
6 770 1.0
6 835 35.0
6 839 27.0
6 844 5.0
6 854 2.0
6 862 6.0
7 58 3.0
7 313 80.0
7 545 13.0
7 598 2.0
7 608 1.0
7 622 8.0
7 678 1.0
7 712 48.0
7 719 78.0
7 745 4.0
7 765 12.0
7 780 25.0
7 785 1.0
7 793 4.0
7 798 4.0
7 806 2.0
7 819 4.0
7 833 6.0
7 835 15.0
7 844 43.0
7 854 2.0
7 858 8.0
7 866 7.0
8 58 2.0
8 313 2.0
8 622 1.0
8 760 1.0
8 765 7.0
8 770 2.0
8 785 1.0
8 798 3.0
8 807 2.0
8 835 56.0
8 839 29.0
8 844 56.0
8 858 45.0
8 862 3.0
9 58 3.0
9 313 2.0
9 545 1.0
9 596 1.0
9 622 1.0
9 679 7.0
9 712 11.0
9 719 7.0
9 745 4.0
9 765 11.0
9 770 1.0
9 780 7.0
9 785 13.0
9 793 4.0
9 798 7.0
9 807 10.0
9 828 1.0
9 835 33.0
9 844 13.0
9 858 5.0
9 862 23.0
10 58 1.0
10 313 1.0
10 524 1.0
10 712 1.0
10 719 14.0
10 770 1.0
10 828 1.0
10 833 1.0
10 844 13.0
10 862 19.0
11 58 9.0
11 313 34.0
11 462 7.0
11 545 15.0
11 567 4.0
11 598 1.0
11 611 3.0
11 622 11.0
11 633 3.0
11 679 21.0
11 712 145.0
11 719 145.0
11 745 11.0
11 760 3.0
11 764 2.0
11 765 7.0
11 770 3.0
11 780 33.0
11 785 12.0
11 793 28.0
11 798 24.0
11 806 8.0
11 807 8.0
11 810 6.0
11 815 47.0
11 818 5.0
11 819 10.0
11 823 4.0
11 824 13.0
11 828 1.0
11 829 1.0
11 833 6.0
11 835 86.0
11 839 36.0
11 844 46.0
11 854 2.0
11 858 62.0
11 862 75.0
11 866 19.0
12 719 10.0
12 770 2.0
12 798 1.0
13 58 5.0
13 313 150.0
13 462 33.0
13 524 1.0
13 545 6.0
13 567 24.0
13 598 2.0
13 611 1.0
13 622 18.0
13 633 2.0
13 677 7.0
13 679 87.0
13 712 173.0
13 719 289.0
13 745 25.0
13 760 1.0
13 765 43.0
13 770 6.0
13 780 20.0
13 785 16.0
13 793 36.0
13 798 33.0
13 806 3.0
13 807 8.0
13 810 12.0
13 815 64.0
13 818 2.0
13 819 14.0
13 823 4.0
13 824 18.0
13 829 1.0
13 832 1.0
13 833 3.0
13 835 85.0
13 839 2.0
13 844 207.0
13 858 17.0
13 862 238.0
13 866 46.0
14 462 1.0
14 524 1.0
14 545 1.0
14 567 22.0
14 633 1.0
14 677 4.0
14 679 41.0
14 712 30.0
14 719 25.0
14 765 28.0
14 770 1.0
14 793 16.0
14 798 4.0
14 807 3.0
14 810 3.0
14 819 1.0
14 824 4.0
14 832 1.0
14 835 33.0
14 839 25.0
14 844 22.0
14 858 28.0
14 862 9.0
14 866 22.0
15 313 18.0
15 622 1.0
15 679 7.0
15 712 38.0
15 719 12.0
15 745 14.0
15 770 1.0
15 785 1.0
15 793 10.0
15 798 6.0
15 807 16.0
15 819 5.0
15 828 1.0
15 835 95.0
15 839 25.0
15 844 22.0
15 858 27.0
15 862 68.0
16 462 11.0
16 545 1.0
16 798 1.0
16 835 34.0
16 839 29.0
16 858 40.0
17 462 7.0
17 524 1.0
17 633 1.0
17 712 4.0
17 719 14.0
17 765 8.0
17 819 1.0
17 828 1.0
17 844 1.0
18 828 1.0
18 844 1.0
19 313 25.0
19 462 21.0
19 679 1.0
19 719 22.0
19 765 10.0
19 770 1.0
19 793 15.0
19 798 1.0
19 806 5.0
19 810 3.0
19 819 4.0
19 824 3.0
19 835 67.0
19 839 31.0
19 858 27.0
19 866 4.0
20 58 5.0
20 313 48.0
20 462 3.0
20 524 1.0
20 545 5.0
20 567 24.0
20 596 1.0
20 598 1.0
20 622 7.0
20 677 6.0
20 679 55.0
20 712 190.0
20 719 149.0
20 745 23.0
20 760 1.0
20 762 1.0
20 765 42.0
20 770 3.0
20 780 15.0
20 785 6.0
20 793 27.0
20 798 17.0
20 806 2.0
20 807 15.0
20 810 6.0
20 815 56.0
20 818 4.0
20 819 18.0
20 823 3.0
20 824 11.0
20 832 1.0
20 833 6.0
20 835 70.0
20 839 27.0
20 841 2.0
20 844 119.0
20 858 55.0
20 862 157.0
20 866 41.0
21 313 89.0
21 462 22.0
21 524 2.0
21 545 2.0
21 567 23.0
21 611 1.0
21 677 4.0
21 679 68.0
21 712 75.0
21 719 195.0
21 760 3.0
21 764 2.0
21 765 49.0
21 770 3.0
21 780 37.0
21 785 9.0
21 793 16.0
21 798 8.0
21 806 5.0
21 810 5.0
21 815 12.0
21 819 3.0
21 824 7.0
21 828 1.0
21 829 1.0
21 832 1.0
21 833 1.0
21 835 29.0
21 844 109.0
21 858 6.0
21 862 47.0
21 866 36.0
22 58 2.0
22 313 83.0
22 524 1.0
22 545 2.0
22 567 24.0
22 611 1.0
22 622 7.0
22 677 4.0
22 679 74.0
22 712 212.0
22 719 281.0
22 745 12.0
22 765 39.0
22 770 4.0
22 780 21.0
22 785 6.0
22 793 19.0
22 798 20.0
22 806 2.0
22 810 5.0
22 815 124.0
22 818 1.0
22 819 8.0
22 823 3.0
22 824 23.0
22 832 1.0
22 833 1.0
22 835 36.0
22 839 2.0
22 844 138.0
22 862 82.0
22 866 60.0
23 313 34.0
23 677 2.0
23 712 31.0
23 719 3.0
23 745 2.0
23 798 1.0
23 806 2.0
23 815 9.0
23 828 1.0
23 844 11.0
23 862 10.0
24 58 5.0
24 462 16.0
24 524 1.0
24 598 2.0
24 622 1.0
24 712 1.0
24 719 61.0
24 765 6.0
24 780 1.0
24 785 2.0
24 793 1.0
24 828 1.0
24 829 1.0
24 835 8.0
24 844 3.0
24 862 9.0
25 58 3.0
25 313 40.0
25 462 1.0
25 545 6.0
25 567 2.0
25 608 1.0
25 679 15.0
25 712 166.0
25 719 121.0
25 745 23.0
25 760 1.0
25 765 2.0
25 770 1.0
25 780 2.0
25 785 15.0
25 793 9.0
25 798 13.0
25 806 3.0
25 807 11.0
25 810 3.0
25 815 56.0
25 817 1.0
25 818 4.0
25 819 12.0
25 823 3.0
25 824 4.0
25 833 11.0
