1 2 39
1 3 11
1 4 4
1 5 112
1 6 19
1 7 4
1 8 3
1 9 12
1 10 35
1 11 22
1 12 9
1 13 5
1 14 2
1 15 12
1 16 3
1 17 2
1 18 2
1 19 12
1 20 1
1 21 1
1 22 2
1 23 1
1 24 1
1 25 1
1 26 13
1 27 7
1 28 144
1 29 5
1 30 2
1 31 1
1 32 2
1 33 1
1 34 10
1 35 2
1 36 7
1 37 2
1 38 2
1 39 1
1 40 3
1 41 1
1 42 2
1 43 3
1 44 2
1 45 23
1 46 9
1 47 39
1 48 3
1 49 1
1 50 2
1 51 1
1 52 2
1 53 4
1 54 2
1 55 3
1 56 1
1 57 3
1 58 5
1 59 1
1 60 5
2 3 14
2 4 48
2 5 13
2 6 2
2 7 3
2 8 17
2 9 5
2 10 43
2 11 16
2 12 12
2 13 17
2 14 2
2 61 19
2 17 2
2 18 1
2 19 1
2 21 13
2 22 2
2 23 2
2 62 1
2 63 17
2 64 14
2 65 1
2 25 5
2 26 8
2 66 1
2 27 47
2 28 19
2 29 2
2 67 2
2 68 2
2 69 4
2 70 1
2 71 2
2 72 1
2 73 7
2 74 1
2 75 1
2 76 1
2 36 1
2 77 1
2 78 3
2 79 2
2 41 1
2 80 2
2 81 1
2 43 2
2 44 1
2 82 1
2 45 2
2 83 1
2 84 1
2 85 2
2 86 2
2 87 4
2 88 7
2 50 1
2 51 2
2 52 2
2 89 5
2 54 1
2 90 2
2 91 1
2 92 10
2 93 4
2 94 1
2 95 1
2 96 1
2 97 1
2 98 1
3 4 1
3 8 1
3 14 1
3 64 1
3 28 3
3 45 1
4 5 275
4 6 104
4 99 1
4 7 12
4 8 3
4 9 27
4 10 112
4 11 44
4 12 38
4 13 4
4 14 2
4 15 33
4 61 2
4 16 17
4 17 7
4 18 4
4 19 22
4 20 9
4 21 1
4 22 1
4 23 1
4 100 18
4 24 15
4 101 1
4 63 1
4 102 4
4 103 6
4 25 1
4 26 8
4 104 47
4 66 7
4 27 5
4 29 8
4 67 2
4 69 11
4 105 1
4 71 38
4 33 1
4 73 1
4 74 1
4 34 7
4 106 1
4 35 8
4 107 15
4 108 43
4 36 14
4 109 2
4 37 3
4 78 11
4 110 1
4 41 11
4 80 2
4 81 16
4 111 14
4 42 5
4 43 14
4 44 7
4 82 1
4 87 8
4 112 2
4 48 6
4 51 3
4 113 24
4 52 5
4 114 1
4 115 1
4 89 23
4 116 3
4 54 1
4 55 4
4 117 4
4 90 33
4 118 1
4 92 99
4 93 9
4 119 6
4 120 2
4 121 1
4 122 5
4 123 2
4 124 7
4 125 3
4 126 2
4 127 6
4 128 2
4 129 1
4 130 1
4 131 1
4 132 1
5 6 179
5 99 6
5 133 2
5 8 101
5 9 23
5 10 20
5 11 27
5 134 3
5 13 81
5 14 1
5 15 28
5 61 37
5 16 3
5 135 1
5 17 9
5 136 1
5 137 1
5 18 3
5 19 12
5 20 2
5 138 3
5 21 42
5 22 15
5 139 28
5 140 3
5 23 37
5 100 7
5 141 5
5 24 4
5 62 8
5 63 31
5 64 63
5 102 4
5 65 6
5 103 2
5 25 12
5 26 26
5 104 21
5 66 14
5 27 278
5 28 40
5 29 2
5 142 9
5 67 21
5 68 6
5 69 14
5 143 1
5 105 3
5 70 2
5 71 7
5 33 1
5 72 7
5 144 1
5 145 8
5 73 28
5 146 1
5 147 16
5 74 14
5 34 2
5 106 3
5 75 15
5 35 8
5 107 3
5 148 3
5 76 5
5 108 15
5 149 4
5 36 4
5 37 1
5 38 1
5 78 6
5 40 4
5 110 2
5 79 26
5 150 1
5 41 2
5 81 19
5 111 4
5 42 6
5 151 4
5 43 5
5 44 3
5 152 4
5 82 3
5 45 1
5 153 1
5 154 1
5 155 1
5 156 1
5 83 9
5 84 4
5 157 1
5 158 4
5 85 10
5 86 6
5 87 8
5 112 7
5 88 32
5 48 1
5 51 2
5 113 9
5 52 2
5 114 1
5 159 1
5 160 3
5 89 18
5 54 1
5 55 3
5 161 1
5 90 8
5 91 1
5 162 3
5 57 4
5 92 13
5 163 1
5 164 1
5 93 6
5 165 1
5 166 28
5 167 2
5 119 4
5 168 4
5 169 1
5 170 1
5 171 2
5 172 2
5 95 2
5 121 1
5 122 2
5 173 1
5 174 2
5 175 1
5 124 2
5 176 6
5 177 1
5 178 2
5 179 3
5 97 1
5 128 2
5 180 1
5 181 1
5 182 1
5 183 2
5 184 1
5 132 1
6 99 1
6 8 15
6 9 8
6 10 11
6 11 7
6 12 1
6 13 11
6 15 4
6 61 17
6 16 1
6 17 1
6 136 1
6 18 5
6 19 4
6 20 1
6 21 4
6 22 1
6 139 1
6 23 12
6 100 2
6 24 2
6 62 1
6 63 7
6 64 12
6 102 2
6 103 2
6 26 2
6 104 6
6 66 8
6 27 84
6 28 3
6 30 1
6 67 1
6 68 1
6 69 1
6 72 1
6 145 1
6 73 12
6 147 6
6 74 1
6 75 1
6 76 1
6 108 6
6 36 1
6 37 2
6 78 5
6 110 1
6 79 11
6 41 1
6 81 2
6 111 1
6 42 1
6 43 1
6 44 1
6 158 1
6 85 4
6 86 5
6 87 1
6 88 13
6 185 1
6 89 4
6 186 1
6 161 2
6 90 4
6 57 2
6 92 6
6 93 1
