betweenness,weighted_betweenness,degree,weighted-degree,edges,in_backbone_PLAM,in_backbone_PMFG,in_backbone_MB,in_backbone_UMB,in_backbone_HB,in_backbone_HSS,source,target,weight,in_backbone_MSP,in_backbone_DS
3.538360819573235e-05,0.0,342,14016.0,1-2,True,True,True,True,False,False,1,2,10.0,True,True
0.0003555201170838,4.2390883196321495e-06,3553,49728.0,1-3,False,False,False,False,False,False,1,3,4.0,False,True
0.0001620582552297,0.0,1254,31488.0,1-4,False,False,False,False,False,False,1,4,6.0,False,True
0.0005134066496985,0.001145746233014,3420,108672.0,1-5,False,False,False,False,False,False,1,5,2.0,False,True
0.0002295640829701,0.0008823627196391,2223,35520.0,1-6,False,False,False,False,False,False,1,6,2.0,False,True
0.0002950948867248,0.0005571561454427,3382,71040.0,1-7,False,False,False,False,False,False,1,7,2.0,False,True
0.0001833571061744,0.000454580228717,2584,97536.0,1-8,False,False,False,False,False,False,1,8,2.0,False,True
0.0001878243397754,0.0,2679,79488.0,1-9,False,False,True,True,False,False,1,9,10.0,False,True
0.0002315664180399,2.291186970638726e-05,1900,39168.0,1-10,False,False,False,False,False,False,1,10,4.0,False,True
6.722865044677085e-05,1.4354018674960345e-05,437,8448.0,1-11,False,False,True,False,False,False,1,11,4.0,False,True
0.0002102251226658,0.0009584476406944,2508,34560.0,1-12,False,False,False,False,False,False,1,12,2.0,False,True
0.0001827443356385,3.774311592309651e-06,2603,34752.0,1-13,False,False,False,False,False,False,1,13,4.0,False,True
5.065688002854256e-05,6.385628079735209e-06,133,4992.0,1-14,True,False,True,True,False,False,1,14,8.0,True,True
0.0002545279292179,0.0004137803585399,3192,72960.0,1-15,False,False,False,False,False,False,1,15,2.0,False,False
1.6460349178178916e-05,0.0,304,8064.0,1-16,False,True,True,True,False,False,1,16,10.0,False,True
0.0002558196221843,0.0004073977603244,3249,69312.0,1-17,False,False,False,False,False,False,1,17,2.0,False,False
0.0004213803767884,0.0,4085,137664.0,1-18,False,False,True,True,False,False,1,18,10.0,False,False
0.0001861162529305,0.0006779846017117,1292,13632.0,1-19,False,False,False,False,False,False,1,19,2.0,False,True
0.0009041378827263,0.0,5434,208896.0,1-20,False,True,True,True,False,False,1,20,10.0,False,False
0.0002600151773921,0.0,990,33872.0,2-21,False,True,True,True,False,False,2,21,18.0,True,True
0.0001912635588674,9.215103105876278e-06,1188,47888.0,2-4,False,False,False,False,False,False,2,4,4.0,False,True
0.0006037898035945,0.0,3240,165272.0,2-5,False,False,False,False,False,False,2,5,14.0,False,True
0.0003738079993583,0.0011216751431293,2988,112420.0,2-22,False,True,False,False,False,False,2,22,2.0,False,False
0.0002503966276732,3.318218290268522e-05,1800,59568.0,10-2,False,False,False,False,False,False,2,10,4.0,False,False
0.0002351953519333,2.066151176414992e-05,1206,20440.0,2-23,True,True,True,True,False,False,2,23,4.0,True,True
4.169811402403423e-05,0.0,288,12264.0,16-2,True,True,True,True,False,False,2,16,12.0,True,False
0.0002744009624055,6.610381034922576e-08,2160,49640.0,2-24,False,False,False,False,False,False,2,24,6.0,False,True
0.0004413280477136,0.0019169928081452,3366,75628.0,2-3,False,False,False,False,False,False,2,3,2.0,False,True
0.000156634732717,1.0642713466225348e-05,144,3212.0,2-25,True,False,True,True,False,True,2,25,4.0,True,True
0.0002690406505027,0.0,2538,120888.0,2-9,False,False,False,False,False,False,2,9,8.0,False,True
0.0002554932265275,0.0014764347463825,2466,52852.0,13-2,False,False,False,False,False,False,2,13,2.0,False,False
7.658135806288554e-05,1.1023187830459818e-05,414,12848.0,11-2,False,False,False,False,False,False,2,11,4.0,False,False
8.555012715682249e-05,3.547571155408449e-06,126,7592.0,14-2,False,True,True,True,False,False,2,14,8.0,False,False
0.0005328470721781,0.0,3870,209364.0,18-2,False,True,False,False,False,False,2,18,18.0,False,False
0.0010520192002667,0.0,5148,317696.0,2-20,True,True,True,True,False,True,2,20,22.0,True,True
3.870861463027506e-05,5.580858853470108e-06,144,2920.0,2-26,True,True,True,True,False,True,2,26,4.0,True,False
0.0001804452012015,0.0003041877030149,11033,64232.0,27-3,False,False,False,False,False,False,3,27,2.0,False,False
0.0001102252079001,0.000199484030713,32351,785288.0,28-3,False,False,False,False,False,False,3,28,2.0,False,False
0.0002019494870343,0.0,33660,586376.0,3-5,False,True,True,True,False,True,3,5,10.0,True,True
0.0001084042115272,0.0001828845290991,30294,334628.0,29-3,False,False,False,False,False,False,3,29,2.0,False,False
0.0001002236940488,6.1148320191096405e-06,24871,356384.0,3-30,False,False,False,False,False,False,3,30,4.0,False,True
0.0001360225528856,0.0002476310323239,24684,186480.0,12-3,False,False,False,False,False,False,3,12,2.0,False,False
9.960645531835733e-05,0.000173751898239,30668,334628.0,3-31,False,False,False,False,False,False,3,31,2.0,False,False
0.0001074164161866,0.0001746033780578,30481,348096.0,3-32,False,False,False,False,False,False,3,32,2.0,False,False
0.0001068011582677,0.0001758935671011,30107,327376.0,3-33,False,False,False,False,False,False,3,33,2.0,False,False
0.0001529711542857,0.0002587398096612,11968,71484.0,3-34,False,False,False,False,False,False,3,34,2.0,False,False
