betweenness,weighted_betweenness,degree,weighted-degree,edges,in_backbone_PLAM,in_backbone_PMFG,in_backbone_MB,in_backbone_UMB,in_backbone_HB,in_backbone_HSS,source,target,weight,in_backbone_MSP,in_backbone_DS
0.0281803888917123,0.0184832473171131,6,161624.0,91-92,True,True,True,True,True,True,91,92,178.0,True,True
0.0530169260086008,0.256205455885967,12,178422.0,91-93,True,True,True,True,True,True,91,93,227.0,True,True
0.0248126437223881,0.2503174408126484,6,44492.0,91-94,True,True,True,True,True,True,91,94,49.0,True,True
0.0245369875646049,0.0122573113787171,4,126736.0,124-92,True,True,True,True,True,True,92,124,178.0,True,False
0.012738592610797,0.012738592610797,8,41658.0,125-93,True,True,True,True,False,True,93,125,53.0,True,False
0.0651665464449624,0.2601990661096092,32,143838.0,126-93,False,True,False,False,True,False,93,126,25.0,False,False
0.0042620695775647,0.0063692963053985,8,69168.0,127-93,True,True,True,True,False,False,93,127,88.0,True,False
0.0208292735249604,0.2504812812320799,4,9604.0,148-94,True,True,True,True,True,True,94,148,49.0,True,False
0.0248394096721388,0.0067686573277627,4,157352.0,123-124,False,True,True,True,True,True,124,123,178.0,True,False
0.0063897763578274,0.0063897763578274,2,5618.0,125-417,True,True,True,True,False,True,125,417,53.0,True,True
0.0372080048397939,0.0614401572868026,32,231312.0,126-206,False,True,True,False,False,True,126,206,71.0,False,True
0.0872282553185413,0.2614483493077742,80,396378.0,126-178,False,True,False,False,True,False,126,178,2.0,False,True
0.0052958814939645,0.0,64,283650.0,126-199,False,True,True,False,False,False,126,199,29.0,False,True
0.0013454256665119,0.0060211354141066,48,112728.0,126-204,False,True,False,False,False,False,126,204,3.0,False,True
0.0026892321835796,0.0398541820267059,40,92232.0,126-201,False,False,False,False,False,False,126,201,2.0,False,True
0.001008642582125,0.0,40,106872.0,126-205,True,True,True,True,False,True,126,205,146.0,True,True
0.0084765230332323,0.0063692963053985,16,64416.0,126-207,True,True,True,True,False,True,126,207,88.0,True,True
0.0030076663662925,2.0480052428934218e-05,4,30976.0,127-207,False,True,True,True,False,True,127,207,88.0,False,True
0.0203162969736452,0.2506041615466535,4,9604.0,146-148,True,True,True,True,True,True,148,146,49.0,True,False
0.0265258632202291,0.0065228966986155,4,233376.0,122-123,True,True,True,True,True,True,123,122,264.0,True,False
0.0277832797601168,0.000614401572868,12,309680.0,187-206,True,True,True,True,True,True,206,187,245.0,True,False
0.0315392807405586,0.0315392807405586,8,89744.0,206-210,True,True,True,True,False,True,206,210,71.0,True,True
0.0253133448021626,0.0253133448021626,8,309680.0,206-211,True,True,True,True,True,True,206,211,245.0,True,True
0.1206344045132752,0.2429343819120177,50,1225956.0,151-178,False,True,True,False,True,True,178,151,184.0,False,False
0.0045497337829606,0.0,60,974700.0,176-178,False,True,True,False,False,False,178,176,135.0,False,False
0.0076913250635295,0.0,70,973617.0,178-182,False,True,True,False,False,False,178,182,73.0,False,True
0.0038797021225136,0.0062668960432538,20,909720.0,178-418,True,True,True,True,True,False,178,418,420.0,True,True
0.0224083881493564,0.0,80,839325.0,178-199,True,True,True,True,True,True,178,199,205.0,True,True
0.0065070902991768,0.0,50,316236.0,178-205,False,True,False,False,False,False,178,205,16.0,False,True
0.0089887956608895,0.0570164659621528,50,322734.0,178-184,False,True,False,False,False,False,178,184,18.0,False,True
0.0012851232899156,0.0154829196362742,40,968202.0,178-179,False,True,False,False,False,False,178,179,27.0,False,True
0.0091114702997229,0.0064716965675432,60,333564.0,178-204,False,False,False,False,False,False,178,204,3.0,False,True
0.0030572167153636,0.0,24,268150.0,199-200,True,True,True,True,True,True,199,200,173.0,True,True
0.0013962932155362,0.0276071106742033,40,195300.0,199-201,False,True,False,False,False,False,199,201,2.0,False,True
0.012738592610797,0.012738592610797,16,268150.0,199-202,True,True,True,True,True,True,199,202,173.0,True,True
0.0051545853862147,0.0089702629638731,16,285200.0,199-203,True,True,True,True,True,True,199,203,184.0,True,True
0.0001024002621446,5.1200131072335546e-05,48,238700.0,199-204,False,True,False,False,False,False,199,204,6.0,False,True
0.0001092269462876,0.0001945604980748,40,226300.0,199-205,False,True,False,False,False,False,199,205,3.0,False,True
0.0029684698215049,0.0,18,106568.0,200-204,True,True,True,True,True,True,204,200,171.0,True,False
0.0013102769953347,0.0,30,77616.0,201-204,False,True,True,True,False,True,204,201,122.0,True,False
