betweenness,weighted_betweenness,degree,weighted-degree,edges,in_backbone_PLAM,in_backbone_PMFG,in_backbone_MB,in_backbone_UMB,in_backbone_HB,in_backbone_HSS,source,target,weight,in_backbone_MSP,in_backbone_DS
0.0041744045896869,0.0011443337024732,390,4180.0,1-2,False,True,False,False,False,False,1,2,2.0,False,True
0.0050076460375463,0.0,465,6226.0,1-3,True,True,True,True,False,True,1,3,4.0,True,True
0.0032677670551424,0.0122814247398965,255,1694.0,1-4,False,False,False,False,False,False,1,4,1.0,False,True
0.0041880675601605,0.000787498461917,375,3960.0,1-5,False,False,False,False,False,False,1,5,2.0,False,True
0.0039836347975882,0.0147717884428847,165,616.0,1-6,False,False,False,False,False,False,1,6,1.0,False,True
0.0059232520008699,0.0168429269758173,390,1078.0,1-7,False,False,False,False,False,False,1,7,1.0,False,True
0.0032034332872623,0.0123223337509051,315,968.0,1-8,False,False,False,False,False,False,1,8,1.0,False,True
0.006523543797175,0.0192235555974074,345,1078.0,1-9,False,False,False,False,False,False,1,9,1.0,False,True
0.0029105323125256,0.0002953119232188,375,1342.0,1-10,False,False,False,False,False,False,1,10,2.0,False,False
0.0045951786158847,0.0135075641720159,360,1430.0,1-11,False,False,False,False,False,False,1,11,1.0,False,False
0.0021915484540069,0.0001845699520118,255,704.0,1-12,False,False,False,False,False,False,1,12,2.0,False,True
0.0039762603059365,0.0107788851974898,195,528.0,1-13,False,False,False,False,False,False,1,13,1.0,False,False
0.0040382942376297,0.018365122019607,300,1496.0,1-14,False,False,False,False,False,False,1,14,1.0,False,False
0.0040045024585098,0.0105657508481428,180,858.0,1-15,False,True,False,False,False,False,1,15,1.0,False,False
0.003031167998718,0.0097528675552908,225,550.0,1-16,False,False,False,False,False,False,1,16,1.0,False,False
0.0027219396820725,0.0,806,53770.0,2-3,True,True,True,True,True,False,2,3,47.0,True,True
0.0030446127622207,0.0,442,14630.0,2-4,False,False,False,False,False,False,2,4,7.0,False,True
0.0020913932874065,0.0,650,34200.0,2-5,False,True,True,False,True,False,2,5,29.0,False,True
0.0040882244370616,0.0016242155777039,286,5320.0,2-6,False,False,False,False,False,False,2,6,2.0,False,False
0.0068722366999274,0.0214257830012332,676,9310.0,2-7,False,False,False,False,False,False,2,7,1.0,False,True
0.004195465482302,0.0,546,8360.0,2-8,True,True,True,True,False,False,2,8,5.0,True,True
0.0029759215805727,0.0,650,11590.0,10-2,False,False,False,False,False,False,2,10,4.0,False,False
0.0071900963314529,0.0,624,12350.0,11-2,False,True,True,False,False,False,2,11,3.0,False,False
0.0037849208114988,0.0,442,6080.0,12-2,True,True,True,True,False,True,2,12,6.0,True,False
0.0031236267116665,0.0,520,12920.0,14-2,False,True,False,False,False,False,2,14,11.0,False,False
0.0043509872025537,0.0,312,7410.0,15-2,False,True,False,False,False,False,2,15,7.0,False,False
0.007970582389187,0.0020013055727341,182,2280.0,17-2,False,False,False,False,False,False,2,17,2.0,False,False
0.0048532363884698,0.0,390,11400.0,18-2,False,True,True,False,False,False,2,18,12.0,False,False
0.0026346469452781,0.0,728,31730.0,19-2,False,True,False,False,True,False,2,19,17.0,False,False
0.0031152771185993,0.0,468,13490.0,2-20,False,False,False,False,False,False,2,20,5.0,False,False
0.0051908101741988,0.0128697507216479,234,2850.0,2-21,False,False,False,False,False,False,2,21,1.0,False,False
0.0038366958370455,0.0,442,11020.0,2-22,False,True,False,False,False,False,2,22,8.0,False,False
0.0058495491219743,0.0,208,2660.0,2-23,False,True,False,False,False,False,2,23,3.0,False,False
0.0097929463159398,0.0167780970106551,182,2470.0,2-24,False,False,False,False,False,False,2,24,1.0,False,False
0.0045748654552641,0.0,364,5700.0,2-25,False,False,False,False,False,False,2,25,3.0,False,False
0.0067371059258006,0.0120579811347428,494,10830.0,2-26,False,False,False,False,False,False,2,26,1.0,False,False
0.0063909666069134,0.01389714321608,312,6270.0,2-27,False,False,False,False,False,False,2,27,1.0,False,False
0.0087671473157683,0.0018776176321201,442,7410.0,2-28,False,False,True,False,False,False,2,28,2.0,False,False
0.0045409125143344,0.0007664447033217,494,9880.0,2-29,False,False,False,False,False,False,2,29,2.0,False,False
0.0038401536325124,0.0,312,12350.0,2-30,False,True,False,False,False,False,2,30,8.0,False,False
0.0044956165388059,0.0,527,21791.0,3-4,True,True,True,True,True,False,3,4,17.0,True,True
0.0030023102282238,0.0,775,50940.0,3-5,True,True,True,True,True,False,3,5,38.0,True,True
0.0071766949673926,0.0,341,7924.0,3-6,False,False,False,False,False,False,3,6,5.0,False,True
0.0073016554200762,0.001810611948919,806,13867.0,3-7,False,False,True,False,False,False,3,7,2.0,False,True
0.0040334705711701,0.0,651,12452.0,3-8,False,True,False,False,False,False,3,8,3.0,False,True
0.0125121368654763,0.0013664768232874,713,13867.0,3-9,False,False,True,False,False,False,3,9,2.0,False,False
0.0029384605796565,0.0,775,17263.0,10-3,False,True,False,False,False,False,3,10,8.0,False,False
0.006940183309147,0.0001006745192791,744,18395.0,11-3,False,True,True,False,False,False,3,11,3.0,False,False
0.0041445126162734,0.0,527,9056.0,12-3,False,True,False,False,False,False,3,12,5.0,False,False
0.0031680912910148,0.0,620,19244.0,14-3,True,True,True,True,True,True,3,14,18.0,True,False
0.0070782521256001,0.0,372,11037.0,15-3,True,True,True,True,False,True,3,15,10.0,True,False
0.0075359925952868,0.001703316985709,465,7075.0,16-3,False,False,True,False,False,False,3,16,2.0,False,False
0.0123448902518669,0.0044512120093515,217,3396.0,17-3,False,True,False,False,False,False,3,17,2.0,False,False
0.0062813343019672,0.0,465,16980.0,18-3,False,True,False,False,False,False,3,18,10.0,False,False
0.0025625767735402,0.0,868,47261.0,19-3,True,True,True,True,True,True,3,19,28.0,True,False
