betweenness,weighted_betweenness,degree,weighted-degree,edges,in_backbone_PLAM,in_backbone_PMFG,in_backbone_MB,in_backbone_UMB,in_backbone_HB,in_backbone_HSS,source,target,weight,in_backbone_MSP,in_backbone_DS
0.0001056834384537,0.0,18408,5304720.0,1-2,False,False,False,False,False,False,1,2,3.0,False,False
0.0001075672423247,0.0002252321500368,15600,6886200.0,1-3,False,False,False,False,False,False,1,3,1.0,False,False
9.806246541854294e-05,0.0,13884,3847440.0,1-4,False,False,False,False,False,False,1,4,30.0,False,True
0.0001055352275518,2.363663868088647e-06,16068,7551360.0,1-5,False,False,False,False,False,False,1,5,2.0,False,False
0.0001185995903234,0.0002566780780181,15912,4570560.0,1-6,False,False,False,False,False,False,1,6,1.0,False,False
8.780611099152907e-05,0.0,20280,7021440.0,1-7,False,False,False,False,False,False,1,7,3.0,False,False
0.0002100368133282,0.0003043359106012,13104,7849440.0,1-8,False,False,False,False,False,False,1,8,1.0,False,False
8.89669965455311e-05,1.3426729664882256e-06,20280,4932120.0,1-9,False,False,False,False,False,False,1,9,2.0,False,False
0.0001198584140283,2.1818435705433664e-06,12012,5972640.0,1-10,False,False,False,False,False,False,1,10,2.0,False,False
8.613182747066635e-05,0.0002309053953643,21060,5056320.0,1-11,False,False,False,False,False,False,1,11,1.0,False,False
8.530083501466593e-05,0.0,18096,3952320.0,1-12,False,False,False,False,False,False,1,12,3.0,False,False
0.0001061462224057,0.0002171706002909,13104,2707560.0,1-13,False,False,False,False,False,False,1,13,1.0,False,False
0.00010555212069,0.0,14508,3273360.0,1-14,False,False,False,False,False,False,1,14,4.0,False,False
0.000352343842945,0.0003331864370166,6084,1217160.0,1-15,False,False,False,False,False,False,1,15,1.0,False,False
9.5504287424435e-05,0.000221472807556,16068,4015800.0,1-16,False,False,False,False,False,False,1,16,1.0,False,False
6.183674581286395e-05,0.0,22620,6430800.0,1-17,False,False,False,False,False,False,1,17,70.0,False,True
0.0001001546064121,0.0002510844693209,17784,5175000.0,1-18,False,False,False,False,False,False,1,18,1.0,False,False
0.0001125153068542,0.0002195630753821,14664,4774800.0,1-19,False,False,False,False,False,False,1,19,1.0,False,False
0.0001205580981678,0.0002018968364509,14196,3623880.0,1-20,False,False,False,False,False,False,1,20,1.0,False,False
8.636302746845825e-05,2.7787438190673688e-06,18876,5917440.0,1-21,False,False,False,False,False,False,1,21,2.0,False,False
0.0001237634844657,0.0002765246133131,17628,7490640.0,1-22,False,False,False,False,False,False,1,22,1.0,False,False
0.0001239102790099,0.0002498911277361,12168,3701160.0,1-23,False,False,False,False,False,False,1,23,1.0,False,False
6.555750179634811e-05,0.0,19188,3657000.0,1-24,False,False,False,False,False,False,1,24,4.0,False,False
0.0001133493907964,0.0002175149399223,15132,3245760.0,1-25,False,False,False,False,False,False,1,25,1.0,False,False
0.0001127406421968,0.0002568006460528,16380,3372720.0,1-26,False,False,False,False,False,False,1,26,1.0,False,False
7.185609994602624e-05,0.0,20124,7250520.0,1-27,False,False,False,False,False,False,1,27,131.0,False,True
9.747759186426465e-05,0.0,17940,4137240.0,1-28,False,False,False,False,False,False,1,28,9.0,False,False
7.71397779794133e-05,2.1818435705433664e-06,24648,8591880.0,1-29,False,False,False,False,False,False,1,29,2.0,False,False
6.747173302785354e-05,0.0,22152,5511720.0,1-30,False,False,False,False,False,False,1,30,33.0,False,True
7.284094322129598e-05,0.0,16536,3927480.0,1-31,False,True,True,False,False,False,1,31,148.0,False,True
