betweenness,weighted_betweenness,degree,weighted-degree,edges,in_backbone_PLAM,in_backbone_PMFG,in_backbone_MB,in_backbone_UMB,in_backbone_HB,in_backbone_HSS,source,target,weight,in_backbone_MSP,in_backbone_DS
6.691629119935674e-07,2.67665164797427e-07,10,765.0,1-2,True,True,True,True,False,False,1,2,10.0,True,True
0.0007308597324793,0.0007312612302265,38,3774.0,1-3,False,True,True,False,False,True,1,3,7.0,False,True
4.907194687952827e-07,0.0007315288953913,15,405.0,2-8,False,True,False,False,False,False,2,8,1.0,False,True
4.907194687952827e-07,0.0014617194649587,15,225.0,2-9,False,True,False,False,False,False,2,9,1.0,False,True
0.0007304582347321,0.0,95,9990.0,2-3,True,True,True,True,False,True,2,3,22.0,True,True
4.014977471961405e-07,0.0,20,1710.0,2-4,False,True,False,False,False,False,2,4,11.0,False,True
0.0007305920673145,0.0,76,8436.0,3-4,True,True,True,True,False,True,3,4,24.0,True,True
0.0015101426141902,0.0083569079427228,570,240204.0,3-5,False,False,False,False,False,False,3,5,19.0,False,True
0.0002248135614386,0.0014639946188595,342,53280.0,3-6,False,False,False,False,False,False,3,6,17.0,False,True
0.0077420209229021,0.0,1140,4080582.0,3-7,True,True,True,True,False,True,3,7,49.0,True,True
0.0007315288953913,0.0007315288953913,19,1554.0,2548-3,True,True,True,True,False,True,3,2548,7.0,True,False
0.0007312612302265,0.0003656306151132,38,1776.0,2549-3,True,True,True,True,False,True,3,2549,7.0,True,False
0.0007311273976441,0.0003654967825308,38,2664.0,2550-3,True,True,True,True,False,True,3,2550,8.0,True,False
0.0007309935650617,0.0,57,2664.0,2551-3,True,True,True,True,False,True,3,2551,7.0,True,False
0.0007315288953913,0.0007315288953913,19,1554.0,2552-3,True,True,True,True,False,True,3,2552,7.0,True,False
0.0007315288953913,0.0007315288953913,19,1110.0,2553-3,True,True,True,True,False,True,3,2553,5.0,True,False
0.0007312612302265,0.0010968918453398,38,1554.0,2554-3,True,True,True,True,False,True,3,2554,6.0,True,False
0.0022037486448673,0.0039764336882305,380,412698.0,27-3,False,False,False,False,False,False,3,27,19.0,False,False
0.0007306812890361,0.0,57,1998.0,3-8,True,True,True,True,False,True,3,8,7.0,True,True
0.0007315288953913,0.0007315288953913,19,888.0,2659-3,True,True,True,True,False,True,3,2659,4.0,True,False
0.0007311273976441,0.0018274839126544,38,888.0,2660-3,True,True,True,True,False,True,3,2660,3.0,True,False
0.0007315288953913,0.0007315288953913,19,444.0,2661-3,True,True,True,True,False,True,3,2661,2.0,True,False
0.0007306812890361,0.0029226359344231,57,1110.0,3-9,True,True,True,True,False,True,3,9,2.0,True,True
