source,target,gloss_alpha,betweenness,pf_alpha,ecm_alpha,nc_alpha,mlf_score,lans_alpha,weighted_betweenness,weight,df_alpha
1,2,0,3.5559184645958445e-05,0.215956400706049,0.1974102109670639,0.2870723260404995,0.029181169957516948,0.1219512195121951,0.0,8.0,0.1838708394433463
1,3,0,3.75683166420615e-05,0.356141976450798,0.3083356022834778,0.5695357955214109,0.11932870923822038,0.2214285714285714,0.0,7.0,0.3324361716126889
1,4,0,3.1546787928166126e-05,0.434755016593443,0.5986027717590332,0.9999684456067184,0.9608605214237537,0.30859375,0.0,7.0,0.4194439506007374
1,5,0,3.134939884715912e-05,0.671403335512326,0.5869220495223999,0.9999939037882836,0.9726181196977625,0.26953125,0.0,8.0,0.3703949957509521
1,6,0,4.074126928583711e-05,0.474907387864217,0.6403409838676453,0.9712493513211344,0.8662193469884962,0.5894039735099338,3.2734523334213763e-06,2.0,0.6752512863508457
1,7,0,4.415078070205031e-05,0.38750051729042,0.452290266752243,0.9010796082660332,0.49562904918630996,0.2482758620689655,0.0,5.0,0.4893674377321143
1,8,0,0.0001041405877239,0.215956400706049,0.1050804108381271,0.0175220836905537,0.013475667157028491,0.25,0.0,3.0,0.3263796092791575
1,9,0,3.99452181100167e-05,0.393635096599514,0.3397988677024841,0.9999933987676386,0.7983785503462977,0.0546875,0.0,20.0,0.082888896367686
1,10,0,4.14955786328112e-05,0.687843773248623,0.3520782589912414,0.5797497306662945,0.25497119790283557,0.272,0.0,4.0,0.4084806440822011
1,11,0,2.9265149393108363e-05,0.237294813638083,0.7259617447853088,0.9999962400485763,0.9947761825836569,0.4921875,0.0,4.0,0.6088952033892365
1,12,0,4.9577493084248735e-05,0.480656312300101,0.2392926216125488,0.2573159811985407,0.03374543869761936,0.1727272727272727,0.0,7.0,0.3088927410064065
1,13,0,3.223853405048206e-05,0.504751809841668,0.6509019136428833,0.9999999067653312,0.9962497034352527,0.30859375,0.0,7.0,0.4194439506007374
1,14,0,3.815445115863567e-05,0.383473501658735,0.6855918765068054,0.9948607381796568,0.9446197545262632,0.6887417218543046,5.221589362546405e-06,2.0,0.7414831876972834
1,15,0,3.344583297561329e-05,0.0987652490002727,0.6270779371261597,0.9977700004057538,0.9104196861886322,0.4591836734693877,0.0,4.0,0.5920324306761291
1,16,0,4.663829615207523e-05,0.0848004728994116,0.2230679839849472,0.9999999999993452,0.9879570321549093,0.0390625,0.0,31.0,0.0208514594578521
1,17,0,7.797792235176773e-05,0.308591518217232,0.3837339282035827,0.6316336498779332,0.6577202220117309,0.6779661016949152,0.0003201811812387,1.0,0.7792193060795181
1,18,0,3.9487765815114383e-05,0.429736238619237,0.254910409450531,0.3812204015033438,0.06021799889907561,0.1510791366906474,0.0,7.0,0.2722540238580317
1,19,0,3.171043178805244e-05,0.142790106763465,0.1489105224609375,0.8785130467487348,0.006452025116694815,0.03125,0.0,33.0,0.0162111030571719
1,20,0,3.2488619092113604e-05,0.402557374706426,4.742728560813703e-05,0.0,3.3420435065573798e-62,0.0,0.0,86.0,7.159313857307836e-06
1,21,0,9.071662792770612e-05,0.86574074099346,0.0788584500551223,0.0051546759642144,0.0023549451059665743,0.1219512195121951,0.0,4.0,0.2517177036888919
1,22,0,4.1669843387112586e-05,0.525406841889529,0.6663399934768677,0.9663106859392664,0.9263921980830002,0.6495726495726496,0.0002275097899964,1.0,0.814837835121916
1,23,0,6.245245326366249e-05,0.439955718985108,0.0815764963626861,0.0054449507423375,0.0007103066804975088,0.1044776119402984,0.0,6.0,0.1679830197501821
1,24,0,4.169608523791925e-05,0.807568509485301,0.4118087589740753,0.99918534166116,0.6799697171976278,0.140625,0.0,13.0,0.1987125007226152
1,25,0,3.850610322475401e-05,0.807568509485301,0.1545559912919998,0.1081455332974244,0.016126902503070303,0.1074380165289256,0.0,6.0,0.1866819267214811
1,26,0,4.18835341135097e-05,0.439955718985108,0.150636076927185,0.0853078847299653,0.005608479846840735,0.152,0.0,8.0,0.1733089644052492
1,27,0,3.1498258070277864e-05,0.65776757599874,0.302002876996994,0.9979478746073444,0.37461712253857204,0.0546875,0.0,20.0,0.082888896367686
1,28,0,4.958327684868865e-05,0.537489375850768,0.335853099822998,0.4667012187669662,0.2580884834040346,0.3444444444444444,0.0,3.0,0.4957359198752307
1,29,0,3.466443484560924e-05,0.615729276948356,0.7451297044754028,0.9999999999999992,0.9999994001858874,0.3671875,0.0,6.0,0.4749593410738957
1,30,0,3.822424637206277e-05,0.815988058294114,0.3259515464305877,0.8709146157346416,0.21163884677241743,0.1545454545454545,0.0,10.0,0.2548587936919767
1,31,0,3.156147099275016e-05,0.452335979178244,0.1972440630197525,0.2660613691095086,0.01933920175888432,0.08125,0.0,9.0,0.1855304865254905
1,32,0,3.426740386817995e-05,0.0289338409202315,0.5306791663169861,0.9999913704334478,0.9496543299374585,0.21875,0.0,10.0,0.288780842261872
1,33,0,6.789186838306326e-05,0.0415645330616171,0.1358490139245987,0.0352353942077986,0.00765131893686104,0.1527777777777778,0.0,5.0,0.2519098242334722
1,34,0,3.4256716294787554e-05,0.537489375850768,0.6133773326873779,0.9964390414738812,0.890470605880988,0.3913043478260869,0.0,4.0,0.5967718672558012
1,35,0,3.210763746764905e-05,0.334892618814068,0.4742264747619629,0.9351045641157432,0.5646384423746391,0.2327044025157232,0.0,5.0,0.4845960604200494
1,36,0,5.294257958686293e-05,0.671403335512326,0.0337695516645908,0.999999759088476,0.13569935394876956,0.01171875,0.0,70.0,0.000147098233353
1,37,0,2.996833745233598e-05,0.847192641495389,0.663015604019165,0.9995716203040862,0.9563397662361951,0.4313725490196078,0.0,4.0,0.6088952033892365
1,38,0,4.951573012113615e-05,0.337384501734069,0.6027436256408691,0.9610018840142688,0.9196671628973756,0.7575757575757576,0.0002486354354234,1.0,0.8361096756349118
1,39,0,6.235353182524333e-05,0.529919127444868,0.010230136103928,3.581954410858401e-07,7.818598077424782e-10,0.0253164556962025,0.0,13.0,0.0206833146875257
1,40,0,3.680847050522733e-05,0.0159483795747304,0.4035085141658783,0.9999999997514004,0.992136591253551,0.078125,0.0,18.0,0.106444502098568
1,41,0,6.507357476321466e-05,0.434755016593443,0.2405412942171096,0.2045468675982553,0.1118611356431514,0.2794117647058823,0.0,3.0,0.4482497159740728
1,42,0,4.515506567442661e-05,0.314270056295957,0.6145182251930237,0.8854304544531936,0.8441669335699661,0.7476635514018692,0.0003034323226961,1.0,0.7689714029158913
1,43,0,5.399009094535465e-05,0.735795026266932,0.2852354943752289,0.3466356449653099,0.1317228000090042,0.25,0.0,4.0,0.4037626276826817
1,44,0,3.9985813843460686e-05,0.0012263905785873,0.2089865803718567,0.2360489826172445,0.04161746858019539,0.1363636363636363,0.0,6.0,0.2326381380309616
1,45,0,3.225741638183629e-05,0.167852309007765,0.5816386342048645,0.99931167438856,0.9013238158858662,0.3636363636363636,0.0,6.0,0.4749593410738957
1,46,0,3.209756977963035e-05,0.574509377508997,0.8170233964920044,0.9995186301038332,0.9933966262084905,0.7423312883435582,0.0002579886895074,1.0,0.8619519789018673
1,47,0,5.304020005210457e-05,0.658933918894016,0.0363103225827217,1.672831028065591e-05,2.42859137538858e-08,0.0465116279069767,0.0,14.0,0.0591982173840746
