source,target,gloss_alpha,betweenness,pf_alpha,ecm_alpha,nc_alpha,mlf_score,lans_alpha,weighted_betweenness,weight,df_alpha
1,2,0,0.0001056834384537,0.622073541023521,0.4882789254188537,0.9999867575614932,0.9945503858959993,0.364406779661017,0.0,3.0,0.8329639274481473
1,3,0,0.0001075672423247,0.775979789021106,0.4881408214569092,0.9999999988569814,0.9999932096187566,0.53,0.0002252321500368,1.0,0.9453787893068958
1,4,0,9.806246541854294e-05,0.249188246428375,0.0766511335968971,2.364175308711136e-05,2.9803456284260386e-11,0.1235955056179775,0.0,30.0,0.1474145995912318
1,5,0,0.0001055352275518,0.690799949993566,0.4804741442203522,0.9999999982993126,0.9999697762252289,0.3592233009708737,2.363663868088647e-06,2.0,0.8937228567705576
1,6,0,0.0001185995903234,0.769159565572936,0.4912157654762268,0.9999976838607828,0.9996286272930467,0.607843137254902,0.0002566780780181,1.0,0.9408149976941672
1,7,0,8.780611099152907e-05,0.769085964946083,0.5356853604316711,0.999999921969708,0.9995337001120046,0.3076923076923077,0.0,3.0,0.8448722119295898
1,8,0,0.0002100368133282,0.122172449371085,0.4241848886013031,0.9999999999535656,0.9999987148204383,0.5595238095238095,0.0003043359106012,1.0,0.9453787893068958
1,9,0,8.89669965455311e-05,0.475614543572428,0.5470728874206543,0.9999935447438334,0.9981066044419685,0.3384615384615385,1.3426729664882256e-06,2.0,0.8654922125880393
1,10,0,0.0001198584140283,0.6329107287789,0.3821740746498108,0.999999745630908,0.9996272337501436,0.4415584415584416,2.1818435705433664e-06,2.0,0.8937228567705576
1,11,0,8.613182747066635e-05,0.775979789021106,0.6021651029586792,0.9999995246793651,0.999839585648193,0.5259259259259259,0.0002309053953643,1.0,0.929448318298647
1,12,0,8.530083501466593e-05,0.728991483531811,0.4602477252483368,0.9993775523107284,0.9663239010425736,0.3620689655172413,0.0,3.0,0.78570450668375
1,13,0,0.0001061462224057,0.660609026430935,0.4147384464740753,0.9991062130155852,0.9907104095723641,0.5119047619047619,0.0002171706002909,1.0,0.9188331806771204
