source,target,gloss_alpha,betweenness,pf_alpha,ecm_alpha,nc_alpha,mlf_score,lans_alpha,weighted_betweenness,weight,df_alpha
1,2,0,0.0008189305965444,0.0036454304290493,0.1139318943023681,0.0669741131941077,3.73148660670572e-07,0.0338983050847457,0.0,39.0,0.002486002580224
1,3,0,0.0012148246849906,0.0828779955125725,0.0226964298635721,2.852727592483894e-06,2.0921905663947318e-08,0.125,0.0,11.0,0.0585276634659349
1,4,0,0.0015961418442733,0.0346369799954962,0.9337790608406068,1.0,0.9999999999999997,0.3728813559322034,0.0,4.0,0.6907224474053707
1,5,0,0.0037695056631646,0.704954294854717,0.1678003221750259,0.989246788595158,1.3826730863213547e-06,0.0169491525423728,0.0,112.0,1.1500429594857309e-05
1,6,0,0.0010083398793778,0.0009287622585416,0.5039688944816589,0.9999565113071824,0.7154569184563062,0.0394736842105263,0.0,19.0,0.1084442997012338
1,7,0,0.0014243735297104,0.827186686737793,0.3911154866218567,0.970405850397164,0.733566148012882,0.217391304347826,0.0,4.0,0.3035761799765579
1,8,0,0.0006732576370037,1.79106461967171e-05,0.860914945602417,0.9999999999987108,0.9999977205120576,0.423728813559322,0.0,3.0,0.7514767731026526
1,9,0,0.0015542463805391,0.163386448095839,0.2807991504669189,0.9904259324649852,0.4739028073221089,0.073170731707317,0.0,12.0,0.0597446636821089
1,10,0,0.0018754152823008,1.12088956769608e-09,0.4267502427101135,0.9999370148023828,0.30750492861369355,0.0495049504950495,0.0,35.0,0.0258418612366464
1,11,0,0.0013248659150407,0.121832927654989,0.2994182407855987,0.9909249812682585,0.19412929380625918,0.0543478260869565,0.0,22.0,0.024192605264355
1,12,0,0.0012223742690874,0.762098500961333,0.4045071899890899,0.991723982274042,0.6150158145284148,0.1071428571428571,0.0,9.0,0.1797999568250357
1,13,0,0.000704006232182,4.06869257396636e-06,0.7250058650970459,0.9999997736612768,0.9975886436260258,0.2363636363636363,0.0,5.0,0.5213179720997798
1,14,0,0.0006268530574873,1.19193432901454e-10,0.1561882644891739,0.3468871688140333,0.28025832243467874,0.1875,0.0001133423137397,2.0,0.3798124058152456
1,15,0,0.0035397968829522,0.35409660164352,0.4085409343242645,0.9998215330580884,0.8111627032480524,0.108695652173913,0.0,12.0,0.0892716669744371
1,16,0,0.0030592297055908,0.460782827571879,0.6827011108398438,0.9999835937500384,0.9939478106705666,0.3787878787878788,7.747502920212639e-06,3.0,0.4927215918088885
1,17,0,0.0012068101952888,0.0403204361790462,0.4443681836128235,0.9577112435975756,0.8366502157228292,0.25,0.0001362488158818,2.0,0.4547963305621949
1,18,0,0.0005543151460454,0.764168523528368,0.2941614985466003,0.758795207804976,0.591109270537226,0.25,6.945043484297488e-05,2.0,0.4065357746998307
1,19,0,0.000627469277088,0.0923141415550472,0.1112615391612052,0.3280961427706121,0.012097147349941384,0.0217391304347825,0.0,12.0,0.037848234580512
1,20,0,0.0005290947890204,0.827186686737793,0.430282711982727,0.8446242396510837,0.8104877982166084,0.3928571428571429,0.0018490352014388,1.0,0.5858620439525943
1,21,0,0.0018324354736997,0.764168523528368,0.9251697063446044,0.999999999998704,0.9999997959018726,0.6774193548387097,0.002649280414042,1.0,0.8786449518397796
1,22,0,0.0004938709346454,3.89958980451244e-05,0.5084108710289001,0.990581275328295,0.9245125079092656,0.3333333333333333,2.92420556312425e-05,2.0,0.6378695972567194
1,23,0,0.0005498664647485,0.191195062940205,0.4388034641742706,0.968130863023333,0.9287705378525617,0.409090909090909,0.0022163347218747,1.0,0.7703788131577086
1,24,0,0.000479142324569,0.460782827571879,0.4412599802017212,0.9320977140665776,0.8875426435439508,0.52,0.0013783399907741,1.0,0.697042386885222
1,25,0,0.0009669720804562,0.0791591285988692,0.4175866246223449,0.9245125079092656,0.879961736435849,0.3913043478260869,0.0015804237870338,1.0,0.7109934200010743
1,26,0,0.0011893235225601,0.352971262204533,0.0575552321970462,0.1114512086600666,0.0014860642081962424,0.0222222222222222,0.0,13.0,0.0175053313770809
1,27,0,0.0006525157786792,0.0028946143329089,0.8370583653450012,1.0,0.9999999127746502,0.2711864406779661,0.0,7.0,0.522522355844538
1,28,0,0.0001783939874091,0.007091906275786,0.0003714401100296,0.0,1.5038089220908117e-99,0.0,0.0,144.0,3.397282455352978e-10
1,29,0,0.0004834736531962,0.186751493338927,0.1352916806936264,0.4786105243447166,0.14795179581194073,0.0857142857142857,0.0,5.0,0.1272963887615402
1,30,0,0.0011995255797753,0.775039333314386,0.0369013845920562,0.0285825280893641,0.042909408455347936,0.0,0.0001451236618765,2.0,0.2621440000000001
1,31,0,0.0028138896914523,0.0266887765322575,0.081139788031578,0.0773232989457253,0.20409810675653528,0.1666666666666666,0.0018542579200543,1.0,0.4626643660379604
1,32,0,0.0026207579600468,0.0303554421812751,0.0244651325047016,0.0113047786237366,0.02240798921333523,0.0,0.0001340053895412,2.0,0.2603082049146188
