source,target,gloss_alpha,betweenness,pf_alpha,ecm_alpha,nc_alpha,mlf_score,lans_alpha,weighted_betweenness,weight,df_alpha
1,2,0.99989,0.0041744045896869,0.392965558018162,0.2241197824478149,0.6732148611951055,0.517095031300687,0.0666666666666666,0.0011443337024732,2.0,0.26333125430608
1,3,0.523673,0.0050076460375463,0.103981254923542,0.0486957766115665,0.587968806612751,0.2598296490768535,0.0,0.0,4.0,0.0602417445166475
1,4,1.0,0.0032677670551424,7.29091746021204e-05,0.3354228734970093,0.4098505889891576,0.5046676387648816,0.3333333333333333,0.0122814247398965,1.0,0.5213778715206197
1,5,0.999896,0.0041880675601605,0.674998752379249,0.2118964791297912,0.6376193777384547,0.48860124063396765,0.0666666666666666,0.000787498461917,2.0,0.26333125430608
1,6,0.99604,0.0039836347975882,0.246707025353208,0.2379487603902816,0.0934586996092489,0.22540639151915443,0.3333333333333333,0.0147717884428847,1.0,0.5213778715206197
1,7,1.0,0.0059232520008699,0.0104202197593432,0.6786672472953796,0.2252587845991061,0.36046558341495283,0.3333333333333333,0.0168429269758173,1.0,0.5213778715206197
1,8,1.0,0.0032034332872623,0.392965558018162,0.5351970195770264,0.192138328030614,0.33061338800114515,0.3333333333333333,0.0123223337509051,1.0,0.5213778715206197
1,9,1.0,0.006523543797175,0.005423593358833,0.5872207283973694,0.2252587845991061,0.36046558341495283,0.3333333333333333,0.0192235555974074,1.0,0.5213778715206197
1,10,0.999992,0.0029105323125256,0.0006155602263625,0.189982995390892,0.1020853303013522,0.10772641075936781,0.0666666666666666,0.0002953119232188,2.0,0.26333125430608
1,11,1.0,0.0045951786158847,0.0293795969067938,0.5852311253547668,0.3322450354513828,0.4473413642183204,0.3333333333333333,0.0135075641720159,1.0,0.5213778715206197
1,12,0.999641,0.0021915484540069,0.674998752379249,0.1070551201701164,0.0215076723492815,0.03512888717136756,0.0666666666666666,0.0001845699520118,2.0,0.26333125430608
1,13,1.0,0.0039762603059365,0.60158694684353,0.3271587193012237,0.0719392434366481,0.1966183053817207,0.3333333333333333,0.0107788851974898,1.0,0.5213778715206197
1,14,1.0,0.0040382942376297,0.177211162767195,0.4472671151161194,0.351990348297204,0.462266242783295,0.3333333333333333,0.018365122019607,1.0,0.5213778715206197
1,15,0.997876,0.0040045024585098,0.60158694684353,0.2392270416021347,0.1597624449521166,0.299368960540499,0.3333333333333333,0.0105657508481428,1.0,0.5213778715206197
1,16,1.0,0.003031167998718,0.177211162767195,0.3968034982681274,0.0771526492164107,0.20391402801998945,0.3333333333333333,0.0097528675552908,1.0,0.5213778715206197
2,3,0.999684,0.0027219396820725,0.674998752379249,0.3424596786499023,0.3214656938658673,2.6471996949485047e-06,0.0,0.0,47.0,0.000821411753437
2,4,0.42721,0.0030446127622207,0.734963472663093,0.3762231767177582,0.9171328002474166,0.4042439318501511,0.1764705882352941,0.0,7.0,0.2176291357901487
2,5,0.983923,0.0020913932874065,0.480054607961469,0.2455373853445053,0.4029669355834748,0.0003326760267407139,0.0384615384615384,0.0,29.0,0.0147538924247457
2,6,0.0104343,0.0040882244370616,0.674998752379249,0.3623455762863159,0.8167153407094733,0.6470704120985327,0.2727272727272727,0.0016242155777039,2.0,0.4765990433600399
2,7,0.227599,0.0068722366999274,0.12079260055931,0.8328051567077637,0.9962019667102482,0.9790592319780338,0.5769230769230769,0.0214257830012332,1.0,0.5972125611882302
2,8,0.245901,0.004195465482302,0.333808316127639,0.1302614957094192,0.6912487345991893,0.2680074090908489,0.0,0.0,5.0,0.089585683353222
2,10,0.441731,0.0029759215805727,0.521130099312979,0.3183591663837433,0.9629830354493246,0.7070946903836708,0.12,0.0,4.0,0.1963724216673925
2,11,0.469249,0.0071900963314529,0.480054607961469,0.4889702200889587,0.9915335126166184,0.8856351964440703,0.25,0.0,3.0,0.3372885945120619
2,12,0.0676143,0.0037849208114988,0.674998752379249,0.0425057299435138,0.2436071433999915,0.04324336309616301,0.0,0.0,6.0,0.0360723066642173
2,14,0.209053,0.0031236267116665,0.526440841692728,0.1228304356336593,0.3863736690111059,0.021133947550320158,0.05,0.0,11.0,0.0349907230097927
2,15,0.246905,0.0043509872025537,0.480054607961469,0.1559238880872726,0.2758030566365358,0.03707539334425673,0.0833333333333333,0.0,7.0,0.1134851625963841
2,17,0.737592,0.007970582389187,0.521130099312979,0.1541897505521774,0.2937050996335084,0.24411083855961224,0.1428571428571429,0.0020013055727341,2.0,0.3348979766803839
2,18,0.297545,0.0048532363884698,0.392965558018162,0.1323496699333191,0.1587673628958841,0.003469159381735706,0.0666666666666666,0.0,12.0,0.04398046511104
2,19,0.936135,0.0026346469452781,0.25805159466348,0.3588004112243652,0.9651624282484284,0.17468746245141029,0.0769230769230768,0.0,17.0,0.0550958989587813
2,20,0.350109,0.0031152771185993,0.0373638363382658,0.4289248883724212,0.9670184424020692,0.6573305467471006,0.2222222222222222,0.0,5.0,0.2889714758409437
2,21,0.434143,0.0051908101741988,0.575328196933524,0.3726693391799927,0.683754244668922,0.6933877187839392,0.4444444444444444,0.0128697507216479,1.0,0.5758299014418534
2,22,0.258529,0.0038366958370455,0.002281226101745,0.1911223977804184,0.5629005554257605,0.09196846261830122,0.0588235294117647,0.0,8.0,0.0930405292948408
2,23,0.81421,0.0058495491219743,0.795920968045116,0.0952465832233429,0.1816140637160039,0.1000692553873496,0.125,0.0,3.0,0.1848640853452703
2,24,0.999992,0.0097929463159398,0.480054607961469,0.30745530128479,0.6070902885462421,0.6410174335876129,0.2857142857142857,0.0167780970106551,1.0,0.6186248513251715
2,25,0.816372,0.0045748654552641,0.333808316127639,0.2427018284797668,0.694974901927754,0.42073721443523665,0.0714285714285714,0.0,3.0,0.2541865828328999
2,26,1.0,0.0067371059258006,0.765792731575308,0.7592995166778564,0.9987769156091242,0.9888735374137314,0.6842105263157895,0.0120579811347428,1.0,0.7271718930485165
2,27,0.999968,0.0063909666069134,0.674998752379249,0.549133837223053,0.9660283939084796,0.9258976550052338,0.5833333333333333,0.01389714321608,1.0,0.7128471586196916
2,28,0.23853,0.0087671473157683,0.435520095560804,0.4598369598388672,0.9445950616188002,0.8117464498617929,0.2941176470588235,0.0018776176321201,2.0,0.4307188440348176
2,29,0.48296,0.0045409125143344,0.435520095560804,0.5667943954467773,0.9883633718277766,0.9155782271553073,0.3157894736842105,0.0007664447033217,2.0,0.4936281210113179
2,30,0.915475,0.0038401536325124,0.818125125835758,0.3260580003261566,0.6946189633186225,0.1457897035455552,0.1666666666666666,0.0,8.0,0.2358177489111452
3,4,0.399612,0.0044956165388059,0.170823325259985,0.183087483048439,0.5385344252654614,0.011195294165234848,0.0,0.0,17.0,0.0184743175099424
3,5,0.999711,0.0030023102282238,0.204364186938931,0.3866747319698334,0.7154980241483961,0.0005257039020384617,0.0,0.0,38.0,0.0033758266917949
3,6,0.0159113,0.0071766949673926,0.209893881676982,0.1970109045505523,0.6417347414626242,0.2345465534091978,0.0909090909090909,0.0,5.0,0.1398614565440123
3,7,0.600695,0.0073016554200762,0.795920968045116,0.5452255010604858,0.9992324115575876,0.9787080552082668,0.1538461538461538,0.001810611948919,2.0,0.3528128932534833
3,8,0.424734,0.0040334705711701,0.392965558018162,0.3712151348590851,0.9920503030507376,0.8889025942492979,0.1428571428571429,0.0,3.0,0.243569892624772
3,9,0.993674,0.0125121368654763,0.050380830590946,0.5904957056045532,0.9992324115575876,0.9787080552082668,0.3043478260869565,0.0013664768232874,2.0,0.399796616148436
3,10,0.405604,0.0029384605796565,0.0942899172190389,0.1104739308357238,0.9478824697332812,0.42475475024624304,0.04,0.0,8.0,0.0342534902310869
3,11,0.67359,0.006940183309147,0.738764944219862,0.5558908581733704,0.9998386562218894,0.9818732601260706,0.25,0.0001006745192791,3.0,0.3372885945120619
3,12,0.123608,0.0041445126162734,0.734963472663093,0.0962606742978096,0.7604139183915692,0.3232618400837409,0.0588235294117647,0.0,5.0,0.0659812552455036
3,14,0.181278,0.0031680912910148,0.738764944219862,0.0545863695442676,0.2529539620967357,0.0014878556667471845,0.0,0.0,18.0,0.0029024232275132
3,15,0.671541,0.0070782521256001,0.738764944219862,0.1264876276254654,0.3117587426858326,0.018708497845172214,0.0,0.0,10.0,0.038429727026165
3,16,0.999925,0.0075359925952868,0.738764944219862,0.3647542297840118,0.9322612647856332,0.7910249853688862,0.1333333333333333,0.001703316985709,2.0,0.3111928305110922
3,17,0.866538,0.0123448902518669,0.483569296985265,0.2334173172712326,0.5345589938716713,0.410994359322193,0.1428571428571429,0.0044512120093515,2.0,0.3348979766803839
3,18,0.403058,0.0062813343019672,0.674998752379249,0.260946124792099,0.8310850796030137,0.1729736430779728,0.1333333333333333,0.0,10.0,0.0778865658226494
3,19,0.998344,0.0025625767735402,0.737621607808777,0.350188672542572,0.9637185214925994,0.04156407830707574,0.0,0.0,28.0,0.0070478213328184
3,20,0.247281,0.0053919779002835,0.479891375868564,0.11642836779356,0.4031317814293074,0.005313531953101788,0.0,0.0,17.0,0.0095345892584011
3,21,0.999531,0.0074056495983406,0.288781246324795,0.2667537331581116,0.6832252138450994,0.5253091437337574,0.1111111111111111,0.0029980411362646,2.0,0.3182854207834171
3,22,0.178498,0.0052225663827342,0.479891375868564,0.0671750009059906,0.210232359843307,0.001768970123270763,0.0,0.0,16.0,0.0057166387569933
3,31,0.999997,0.0115370837332115,0.737621607808777,0.3913710415363312,0.680045085947313,0.6908322532886633,0.3333333333333333,0.0134623040624773,1.0,0.59049
3,23,0.645619,0.0080512049781152,0.674998752379249,0.0420871153473854,0.1150752350363966,0.02601332212899284,0.0,0.0,5.0,0.0453733992183774
3,32,0.895122,0.0118127062081994,0.0296420959418512,0.0931499525904655,0.2598296490768534,0.1406481465280614,0.0,0.0005537098560354,3.0,0.1479734539200173
