source,target,gloss_alpha,betweenness,pf_alpha,ecm_alpha,nc_alpha,mlf_score,lans_alpha,weighted_betweenness,weight,df_alpha
1,2,0.301787,0.0007349002234158,0.305868397874478,0,1.0,0.0,0.2666666666666667,0.0,136300.0,0.2732726115444776
1,3,0.493544,0.0026431297164806,0.491364174821288,0,1.0,1.0,0.375,0.0,221804.0,0.4400772647943453
1,4,1.0,0.004,1.07942734433206,0,0.0,0.0,0.0,0.004,144040.0,0.8102223275796103
1,5,0.0275632,0.002355795686106,0.0167034886337063,0,0.0,0.0,0.0,0.0,440384.0,0.0080688584216889
1,6,0.139968,0.0009643177068329,0.107727342838856,0,1.0,0.0,0.1142857142857143,0.0,329902.0,0.084500492007573
1,7,0.763061,0.0243334165008444,1.01361912457792,0,1.0,1.0,0.6764705882352942,0.0,45400.0,0.8135760400389045
1,8,0.392393,0.0003889360383847,1.08267413689058,0,1.0,0.0,0.1999999999999999,0.0,651678.0,0.1628890282447033
1,9,0.184917,0.0012147851560031,0.19109045517533,0,0.0,0.0,0.1666666666666666,0.0,343566.0,0.1130587065306663
1,10,0.699919,0.0010809245984114,0.1393494765772,0,1.0,0.0,0.8,0.004,68800.0,0.7062178071074116
1,11,0.202367,0.0002818119242192,0.830009730770936,0,1.0,0.0,0.0303030303030302,0.0,882198.0,0.0448446366007334
1,12,0.0715393,0.0003091437415453,0.0629734712324497,0,0.0,0.0,0.0,0.0,948876.0,0.0086211792622241
1,13,0.123105,0.0008284925956943,1.71629830259056,0,0.0,0.0,0.0,0.0,230196.0,0.0807326797788223
1,14,0.150629,0.0002322037691495,0.0162296422741082,0,1.0,0.0,0.0,0.0,1028892.0,0.0211272114659947
1,15,0.308379,0.0013970408696453,0.1043957659676,0,1.0,0.0,0.0294117647058823,0.0,1826204.0,0.0165250136693877
1,16,1.0,0.004,0.0336082330780426,0,0.0,0.0,0.0,0.004,111000.0,0.8503161913388404
1,17,0.180135,0.0007341259199215,0.559745807402044,0,0.0,0.0,0.0,0.0,380370.0,0.1042994163828044
1,18,0.128442,0.0003543846308263,0.562427235425493,0,0.0,0.0,0.0,0.0,744600.0,0.0304158372006657
1,19,0.242055,0.0005382749053773,0.326419024680588,0,1.0,0.0,0.0,0.0,1772060.0,0.011201728999851
1,20,0.0320243,0.0004684074844412,0.0274226911887386,0,0.0,0.0,0.0,0.0,558660.0,0.0059778877796654
1,21,0.098718,0.0008654755620822,0.793445817239349,0,0.0,0.0,0.0,0.0,495128.0,0.0340505403044664
1,22,0.235091,0.0010504927511265,0.778987801219552,0,0.0,0.0,0.0,0.0,350850.0,0.1553257018609328
1,23,0.461223,0.0012369776802714,1.14735554053092,0,0.0,0.0,0.375,0.0,86534.0,0.417244731786916
1,24,0.0421657,0.0004491129271129,1.19018536856857,0,0.0,0.0,0.0,0.0,734226.0,0.0059316944251245
1,25,0.20319,0.0002237748430812,0.129902348803621,0,1.0,1.0,0.0606060606060605,0.0,673538.0,0.0637640774092536
1,26,0.287276,0.0007281709126164,0.0455936399763978,0,1.0,1.0,0.0,0.0,1319664.0,0.0330718557859236
1,27,0.302708,0.0002410111382941,0.370695739861878,0,1.0,0.0,0.0588235294117647,0.0,716124.0,0.102957676052684
1,28,0.366125,0.0004447596223941,0.913300162796095,0,1.0,0.0,0.1875,0.0,258222.0,0.3014904157062947
1,29,0.808229,0.0014260395065666,0.612490912754073,0,1.0,6.840165198587897e-90,0.75,0.004,72750.0,0.8343684435319962
1,30,0.216232,0.0005459481528846,0.019935337401193,0,0.0,0.0,0.0833333333333333,0.0,166170.0,0.1715819217973812
1,31,0.284506,0.0025541844589444,0.837132501108661,0,0.0,0.0,0.0,0.0,279048.0,0.2110914467620733
1,32,0.187702,0.000344528823699,0.0111104966352623,0,1.0,1.0,0.0087719298245614,0.0,1006290.0,0.0287471139846291
1,33,0.00051082,0.0012681792101045,0.966005987848669,0,0.0,0.0,0.0,0.0,525188.0,1.714645558070771e-05
1,34,0.924513,0.0013676613906493,0.0997144297810671,0,1.0,1.0,0.8896551724137931,0.004,107800.0,0.8543024904242126
1,35,0.0315983,0.0003284637435248,0.286419393880878,0,0.0,0.0,0.0,0.0,853648.0,0.0032820066979815
1,36,0.163,0.0003113072381214,0.0604396978698335,0,1.0,0.0,0.03125,0.0,1446524.0,0.0110298231223862
1,37,0.284183,0.005008910969577,0.141975736920648,0,1.0,1.0,0.0573770491803278,0.0,1619148.0,0.0193342483677967
1,38,0.968473,0.0024640852537854,0.0640229779608347,0,1.0,1.0,0.0,0.0,3021616.0,0.0029737051073723
1,39,1.0,0.004,0.0121965182152573,0,0.0,0.0,0.0,0.004,235212.0,0.7090631906799952
1,40,0.50573,0.000376759258142,1.6622663769922,0,1.0,1.0,0.4736842105263158,0.0,108800.0,0.5202515683217566
1,41,0.262728,0.0011546082200441,1.68086618499055,0,1.0,1.0,0.0175438596491228,0.0,1465702.0,0.022529770574734
1,42,0.369486,0.0004232086408811,0.0509299964032813,0,1.0,0.0,0.4615384615384615,0.0,38880.0,0.3984388802950587
1,43,0.588948,0.0006493298873493,0.183283901682782,0,1.0,1.0,0.5555555555555556,0.0,203832.0,0.5479306101606911
1,44,0.354386,0.0007389952629981,0.458714328921907,0,0.0,0.0,0.2857142857142857,0.0,145046.0,0.3239422025200439
1,45,0.18182,0.0003447521728032,0.0121205949038089,0,1.0,0.0,0.0117647058823529,0.0,2214426.0,0.0028692686759298
1,46,0.783516,0.0018444132436363,4.14012543564113,0,1.0,1.0,0.5714285714285714,0.0001843687374749,25620.0,0.8411155881350629
1,47,0.634854,0.0025541844589444,0.0846167167817723,0,0.0,0.0,0.5,0.004,224136.0,0.5582378076662304
1,48,0.19686,0.0002854472417681,0.603830590763236,0,0.0,0.0,0.0,0.0,2390202.0,0.0026182342062623
1,49,0.625212,0.0025541844589444,0.491255316667167,0,0.0,0.0,0.5,0.004,104220.0,0.6058751900285138
1,50,0.112113,0.0008837812327872,0.528354510091455,0,0.0,0.0,0.1111111111111111,0.0,326798.0,0.0642991967766041
1,51,0.412469,0.0006272536834771,0.161548808220638,0,0.9999999999999984,0.0,0.4444444444444444,0.0,119440.0,0.4072918860187543
1,52,0.249112,0.0025541844589444,0.368870190508386,0,0.0,0.0,0.0,0.0,288462.0,0.2559352462314669
1,53,0.198438,0.0013293371675127,0.582021652735568,0,0.0,0.0,0.0,0.0,448054.0,0.0969066840360225
1,54,0.515603,0.0004243218300117,0.0342608870402541,0,1.0,1.0,0.375,0.0,134750.0,0.5159000504094486
1,55,0.0621893,0.0004062420240652,0.048666637801584,0,0.0,0.0,0.0,0.0,1094314.0,0.0055699526529369
1,56,0.0420129,0.0004102272310752,0.471501274242064,0,0.0,0.0,0.0,0.0,643322.0,0.0071741202360955
1,57,0.150497,0.0027228649712979,0.558030166992547,0,0.0,0.0,0.0,0.0,143114.0,0.1151131847136175
1,58,0.482436,0.0005443398681494,0.268786622840302,0,1.0,0.0,0.1333333333333333,0.0,1005612.0,0.1264844748222253
1,59,0.360241,0.0006013228891451,0.0855663160352126,0,1.0,1.0,0.3333333333333333,0.0,108800.0,0.3526667650350745
