source,target,gloss_alpha,betweenness,pf_alpha,ecm_alpha,nc_alpha,mlf_score,lans_alpha,weighted_betweenness,weight,df_alpha
1,2,0,0.0008724733467093,0.612065176483192,0.0135061992332339,0.0001671179480859,0.0012738788796228275,0.0,0.0007671392217793,2.0,0.3926959037780761
1,3,0,0.0002325586220902,0.612065176483192,0.0027445466257631,2.108843759951462e-06,6.814471808715863e-05,0.0,0.0001151102657503,2.0,0.3926959037780761
1,4,0,0.0001955483260497,0.612065176483192,0.0019239842658862,6.285106749492897e-07,3.0365451003169176e-05,0.0,4.298646094935866e-05,2.0,0.3926959037780761
1,5,0,0.0002943540460048,0.585259726848182,0.0043983315117657,6.727316480770185e-06,0.00014794601534706797,0.0,0.0001454661454275,2.0,0.3677431238823263
1,6,0,0.0002757718506714,0.612065176483192,0.0018132482655346,6.285106749492897e-07,3.0365451003169176e-05,0.0,0.0001035114909213,2.0,0.3926959037780761
1,413,0,0.0006841229236498,0.424068039981373,0.0097433403134346,6.305224523328601e-05,0.000661950706698009,0.0,0.0007330365280555,2.0,0.3735538614900618
1,456,0,0.0005979479521555,0.624190256432303,0.0085850981995463,4.530648660827641e-05,0.0005303584404375123,0.0,0.0005208135400213,2.0,0.3807497552593569
1,458,0,0.0006171795961643,0.614855388826872,0.0103497905656695,8.145048344576633e-05,0.0007860252206943022,0.0,0.0004366041142259,2.0,0.3926959037780761
2,9,0,0.0011595037999274,0.585259726848182,0.0084363659843802,4.199053016196164e-05,0.0005040142846540907,0.0,0.0012078346796065,2.0,0.4061083936945864
2,98,0,0.0006607890646467,0.610064464162319,0.2060038745403289,0.2583203626543985,0.2199541782925994,0.217741935483871,8.632706407712832e-05,2.0,0.4061083936945864
2,106,0,0.000727310659684,0.624190256432303,0.1970943659543991,0.1402074918906809,0.2791594735252407,0.4833333333333333,0.0027145879686474,1.0,0.5591790851507087
2,119,0,0.0005651967627237,0.382598458210581,0.0442677624523639,0.0038234153629399,0.0039872562476031765,0.0,0.0001300158273091,3.0,0.2568557848603481
2,121,0,0.0001960451992484,0.477909310481897,0.0737644881010055,0.0291080603190763,0.12328725186996867,0.5,0.0005685125141348,1.0,0.5953862857159314
2,124,0,0.0002699914104756,0.477909310481897,0.1495508700609207,0.0962898438578915,0.22890504523434876,0.4666666666666667,0.0009617485618311,1.0,0.5789200580519113
